#,Review,Rate
120,"Очень вкусно и быстро, а самое главное дружелюбный персонал ( спасибо отдельное кассирше за то что принесла чек, который забыл взять )",positive
121,"После уника пришли такие покушать, и вкусно пипец. Девушка менеджерша милашка.",positive
122,"Худшая.. Сами придумывают акцию и сами же выставляют якобы они не виноваты, одним словом шарлатаны",negative
123,Нет раздельной оплаты,negative
124,приятная атмосфера и вежливые сотрудники!!,positive
125,Очеееень вкусно. приятная атмосфера 😋,positive
126,Спасибо Еркежан за вежливость . Все вкусно и быстро 💨,positive
127,Отличное кафе с хорошей едой и внимательным персоналом. Обязательно вернусь!,positive
128,"Очень вкусно и приятно, спасибо за ваш труд🫶🏻💝",positive
129,"Сегодня была в этой точке, все прекрасно.
Особое спасибо Аксезым,очень милая красивая,акуратная девушка 💖💖💖",positive
130,"вкусная еда, быстрое обслуживание",positive
131,Мне все нравится !,positive
132,Вкусно и быстро сервиз супер👍👍👍👍,positive
133,"Отличное заведение, добрые сотрудники 👍👍👍👍👍",positive
134,Все супер 🔥,positive
135,"Бүгін заказ бердік и кола барлық жерге төгіліп келді, крышкасын дұрыстасаңыздар, бұрынғыдай емес каз қағаз жабыстырып жберетн болпты, кағазы дурыс жабыспай ашылып кетіпті, полный бургер бәрі су болп келді🥲",negative
136,"На вкус как макдональдс, хз почему",neutral
137,"Отказали в акции, в который при регистрации в приложении должны были дать бесплатный рожок. Хотя для покупки рожки были, кассир даже ничего не объяснил👎🏽",negative
138,"не дали бесплатное мороженое, хотя по акции написано дают, зачем тогда делать акцию?",negative
139,"хочу выразить свою благодарность, этому заведению! Помогает лучше любого слабительного. Так, мой желудок ещё никто не прочищал. Только вот время действия не порадовало, по-моему, очистка на 2 недели это слишком… вы так не думаете?",positive
140,"Сделала заказ на молочный коктейл принесли мороженое, которое не пьется. Админ парень начал утверждать, что у нас температура такая. Я открыла и показала, что он даже не пьется, на что админ мне отвечает: Ну у него вкус ванили же есть. Л-логика.
Отсутствие какой-либо коммуникации с клиентами.",negative
141,"Сервис хороший. А качество мясо оставляет желать лучшего. Заказала рол биф, говяжья котлетки в нём как картон на вкус и по консистенции тоже.",negative
142,Өте аеремет,positive
143,Пирожок с малиной имба 😋🤤🙏🏻😍😋🤤😋🤤🤤😋🤤😋🤤😋🤤😋🤤😋😍😍😋😍😋🤤😋😍,positive
144,"Хочу выразить благодарность сотруднику Санжару за отличное обслуживание! Он был вежливым, внимательным и быстро выполнил заказ. Видно, что Санжар работает с душой и заботится о клиентах. Его позитивное отношение сделало мой визит приятным. Спасибо за качественную работу и прекрасное настроение!",positive
145,"Часто сюда прихожу , все нравится . Все вкусно,чисто ,вежливый персонал.",positive
146,Все очень вкусно👍👍👍 часто здесь кушаем😘,positive
147,Всё вкусно,positive
148,Очень вкусно было😍 спасибо вам ❤️,positive
149,"Супер, спасибо официанту по залу кажется Ильшат, он был в смену 26.01., очень внимательно относился к своей работе. При входе я была с ребенком, он встретил, открыл дверь, помог зайти, очень приветливо встретил, предложил помощь с ребенком, после принес заказ, подарил ребенку шарик и корону. Это хоть и мелочи но +1000 к настроению. Спасибо! Заказ был готов менее чем за 10 минут. Такой сервис просто на высоте.",positive
150,Өте дәмді работник Аяжан вежливая,positive
